Ticker,Date,Open,High,Low,Close,Adj Close,Volume
META,5/10/13,27.139999,27.299999,26.57,26.68,26.651722,30847100
META,5/13/13,26.6,27.33,26.530001,26.82,26.791573,29068800
META,5/14/13,26.889999,27.280001,26.82,27.07,27.041309,24930300
META,5/15/13,26.92,26.99,26.4,26.6,26.571808,30299800
META,5/16/13,26.48,26.549999,25.9,26.129999,26.102304,35499100
META,5/17/13,26.4,26.6,26.200001,26.25,26.222178,29462700
META,5/20/13,26.18,26.190001,25.690001,25.76,25.732697,42402900
META,5/21/13,25.870001,26.08,25.59,25.66,25.632803,26261300
META,5/22/13,25.65,25.85,24.92,25.16,25.133333,45314500
META,5/23/13,24.799999,25.530001,24.77,25.059999,25.033438,37663100
META,5/24/13,24.969999,24.969999,24.08,24.309999,24.284233,58727900
META,5/28/13,24.540001,24.540001,23.92,24.1,24.074457,50079700
META,5/29/13,23.790001,23.809999,23.26,23.32,23.295282,64237800
META,5/30/13,24.129999,24.780001,23.93,24.549999,24.523979,60733200
META,5/31/13,24.629999,24.950001,24.27,24.35,24.324192,35925000
META,6/3/13,24.27,24.32,23.709999,23.85,23.824722,35733800
META,6/4/13,23.889999,23.93,23.32,23.52,23.495071,34760800
META,6/5/13,23.35,23.709999,22.790001,22.9,22.875729,53819700
META,6/6/13,22.99,23.09,22.67,22.969999,22.945654,31260700
META,6/7/13,23.030001,23.4,22.860001,23.290001,23.265316,38699200
META,6/10/13,24.059999,24.6,23.99,24.33,24.304213,58393000
META,6/11/13,24.030001,24.35,24,24.030001,24.004532,29885900
META,6/12/13,24.16,24.26,23.58,23.77,23.744806,26445800
META,6/13/13,23.719999,23.83,23.27,23.73,23.704849,31189300
META,6/14/13,23.559999,23.889999,23.26,23.629999,23.604954,30677100
META,6/17/13,23.91,24.25,23.75,24.02,23.994541,33664500
META,6/18/13,24.09,24.690001,24.08,24.209999,24.18434,36709100
META,6/19/13,24.200001,25.190001,24.1,24.309999,24.284233,31790600
META,6/20/13,24.280001,24.75,23.65,23.9,23.874668,42765600
META,6/21/13,24.59,24.700001,24.049999,24.530001,24.504002,45833900
META,6/24/13,23.950001,24.110001,23.379999,23.940001,23.914627,40626000
META,6/25/13,24.139999,24.43,24.040001,24.25,24.224298,24713200
META,6/26/13,24.51,24.65,23.99,24.16,24.134394,29890300
META,6/27/13,24.24,24.84,24.209999,24.66,24.633863,34694100
META,6/28/13,24.68,24.98,24.42,24.879999,24.853628,96778900
META,7/1/13,24.969999,25.059999,24.620001,24.809999,24.783703,20582200
META,7/2/13,24.700001,24.77,24.299999,24.41,24.384129,18394100
META,7/3/13,24.219999,24.709999,24.15,24.52,24.494013,10404400
META,7/5/13,24.65,24.66,24.200001,24.370001,24.344172,20229500
META,7/8/13,24.469999,25.040001,24.42,24.709999,24.683809,27064600
META,7/9/13,25.07,25.49,25.030001,25.48,25.452993,30387900
META,7/10/13,25.58,25.83,25.469999,25.799999,25.772654,26721800
META,7/11/13,25.959999,26,25.450001,25.809999,25.782644,26777400
META,7/12/13,25.74,25.93,25.549999,25.91,25.882538,16537900
META,7/15/13,25.93,26.43,25.65,26.280001,26.252148,24234000
META,7/16/13,26.389999,26.75,26.01,26.32,26.292103,30817600
META,7/17/13,26.370001,26.780001,26.299999,26.65,26.621754,21518500
META,7/18/13,26.75,26.77,26.120001,26.18,26.152252,24806900
META,7/19/13,25.82,26.110001,25.6,25.879999,25.85257,46539700
META,7/22/13,25.99,26.129999,25.719999,26.049999,26.022388,27526300
META,7/23/13,26.1,26.299999,25.969999,26.129999,26.102304,28221600
META,7/24/13,26.32,26.530001,26.049999,26.51,26.481903,82635600
META,7/25/13,33.540001,34.880001,32.75,34.360001,34.323582,365457900
META,7/26/13,33.77,34.73,33.560001,34.009998,33.973953,136028900
META,7/29/13,34.07,35.630001,34.009998,35.43,35.392448,124718800
META,7/30/13,35.650002,37.959999,35.32,37.630001,37.590118,173582800
META,7/31/13,37.959999,38.310001,36.330002,36.799999,36.760994,154828700
META,8/1/13,37.299999,38.290001,36.919998,37.490002,37.450268,106066500
META,8/2/13,37.66,38.490002,37.5,38.049999,38.00967,73058500
META,8/5/13,38.43,39.32,38.25,39.189999,39.14846,79994800
META,8/6/13,39.110001,39.25,37.939999,38.549999,38.50914,63950800
META,8/7/13,38.610001,38.939999,37.700001,38.869999,38.8288,68854800
META,8/8/13,39.130001,39.189999,38.43,38.540001,38.499153,41301000
META,8/9/13,38.59,38.740002,38.009998,38.5,38.459194,43532300
META,8/12/13,38.200001,38.5,38.099998,38.220001,38.179493,31161000
META,8/13/13,38.240002,38.32,36.77,37.02,36.980762,65379200
META,8/14/13,36.830002,37.549999,36.619999,36.650002,36.611156,48423900
META,8/15/13,36.360001,37.07,36.02,36.560001,36.521252,56521100
META,8/16/13,36.970001,37.490002,36.900002,37.080002,37.040703,45840800
META,8/19/13,37.43,38.279999,37.139999,37.810001,37.769928,57609600
META,8/20/13,38.349998,38.580002,37.689999,38.41,38.369289,57995200
META,8/21/13,38.380001,38.849998,38.150002,38.32,38.279385,46116900
META,8/22/13,38.369999,38.75,38.34,38.549999,38.50914,21931200
META,8/23/13,39,40.630001,38.93,40.549999,40.507019,86442300
META,8/26/13,40.900002,41.939999,40.619999,41.34,41.296185,94162400
META,8/27/13,40.68,41.200001,39.419998,39.639999,39.597984,72695100
META,8/28/13,39.959999,40.849998,39.880001,40.549999,40.507019,57918200
META,8/29/13,40.889999,41.779999,40.799999,41.279999,41.236248,58303400
META,8/30/13,42.02,42.259998,41.060001,41.290001,41.246239,67735100
META,9/3/13,41.84,42.16,41.509998,41.869999,41.825623,48774900
META,9/4/13,42.009998,42.169998,41.439999,41.779999,41.735718,42581900
META,9/5/13,41.790001,42.77,41.77,42.66,42.614784,50035400
META,9/6/13,43.09,44.610001,42.400002,43.950001,43.903419,117535700
META,9/9/13,44.360001,44.790001,43.700001,44.040001,43.993324,75794700
META,9/10/13,44.240002,44.259998,43.23,43.599998,43.553787,54540300
META,9/11/13,43.389999,45.09,43.110001,45.040001,44.992264,72328300
META,9/12/13,45.529999,45.619999,44.650002,44.75,44.702568,68072300
META,9/13/13,45.040001,45.080002,43.93,44.310001,44.263039,52765300
META,9/16/13,44.849998,44.939999,42.43,42.509998,42.464943,70424200
META,9/17/13,42.5,45.439999,42.43,45.07,45.022232,91934600
META,9/18/13,44.84,45.470001,44.400002,45.23,45.18206,79317000
META,9/19/13,45.509998,46.049999,45.23,45.98,45.931267,63972400
META,9/20/13,46.32,47.599998,45.740002,47.490002,47.439667,115508400
META,9/23/13,47.279999,47.549999,46.290001,47.189999,47.139984,75177000
META,9/24/13,48.509998,49.66,48.16,48.450001,48.398647,136716100
META,9/25/13,49.23,49.540001,48.459999,49.459999,49.407578,87879700
META,9/26/13,50.009998,50.599998,49.5,50.389999,50.33659,98220100
META,9/27/13,50.290001,51.279999,49.860001,51.240002,51.185692,81410500
META,9/30/13,50.139999,51.599998,49.799999,50.23,50.176762,100095000
META,10/1/13,49.970001,51.029999,49.450001,50.419998,50.366558,98114000
META,10/2/13,50.130001,51.099998,49.950001,50.279999,50.226707,62834000
META,10/3/13,50.470001,50.720001,49.060001,49.18,49.127876,82045000
META,10/4/13,49.77,51.16,49.57,51.040001,50.985905,74447000
META,10/7/13,50.73,51.290001,50.400002,50.52,50.466454,57204000
META,10/8/13,50.599998,50.599998,47.080002,47.139999,47.090034,136081000
META,10/9/13,47.380001,47.84,45.259998,46.77,46.720428,147297000
META,10/10/13,47.869999,49.68,47.830002,49.049999,48.998013,99774000
META,10/11/13,49.18,49.869999,48.790001,49.110001,49.057949,58428000
META,10/14/13,48.310001,49.630001,47.91,49.509998,49.457523,68781000
META,10/15/13,49.990002,51,49.18,49.5,49.447536,81167000
META,10/16/13,50.040001,51.240002,49.900002,51.139999,51.085796,64678000
META,10/17/13,51.119999,52.220001,50.950001,52.209999,52.154663,71522000
META,10/18/13,54.18,54.830002,53.599998,54.220001,54.162533,88260000
META,10/21/13,54.68,54.810001,53.509998,53.849998,53.792923,58235000
META,10/22/13,54.330002,54.759998,52.200001,52.68,52.624165,83204000
META,10/23/13,51.75,52.25,51.130001,51.900002,51.844994,57207000
META,10/24/13,52.380001,52.84,51.59,52.450001,52.394409,46775000
META,10/25/13,53.18,53.240002,51.880001,51.950001,51.894939,45085000
META,10/28/13,51.540001,51.700001,49.610001,50.23,50.176762,73472000
META,10/29/13,50.73,50.790001,49.25,49.400002,49.347645,102143000
META,10/30/13,50,50.209999,48.75,49.009998,48.958054,127073000
META,10/31/13,47.16,52,46.5,50.209999,50.15678,248809000
META,11/1/13,50.849998,52.09,49.720001,49.75,49.697269,95033000
META,11/4/13,49.369999,49.75,48.02,48.220001,48.168892,80371000
META,11/5/13,47.790001,50.18,47.509998,50.110001,50.056889,76835000
META,11/6/13,50.259998,50.450001,48.709999,49.119999,49.067936,67889000
META,11/7/13,49.240002,49.869999,47.299999,47.560001,47.509594,97128000
META,11/8/13,47.810001,48.650002,47.25,47.529999,47.479622,70731000
META,11/11/13,47.040001,47.529999,45.73,46.200001,46.151035,80910000
META,11/12/13,46,47.369999,45.830002,46.610001,46.5606,68196000
META,11/13/13,46.23,48.740002,46.060001,48.709999,48.658371,79245000
META,11/14/13,48.700001,49.57,48.029999,48.990002,48.938076,75117000
META,11/15/13,49.110001,49.48,48.709999,49.009998,48.958054,42453000
META,11/18/13,48.470001,48.84,45.799999,45.830002,45.781425,85910000
META,11/19/13,46.259998,47,45.720001,46.360001,46.310863,75602000
META,11/20/13,46.610001,47.549999,46.310001,46.43,46.380791,53933000
META,11/21/13,46.990002,47.459999,46.689999,46.700001,46.650505,34886000
META,11/22/13,47.040001,47.27,45.959999,46.23,46.181,40545000
META,11/25/13,46.360001,46.650002,44.040001,44.82,44.772495,82565000
META,11/26/13,44.66,46.169998,43.549999,45.889999,45.841362,82016000
META,11/27/13,45.970001,46.669998,45.529999,46.490002,46.440727,44993000
META,11/29/13,46.75,47.209999,46.5,47.009998,46.960175,22953900
META,12/2/13,46.900002,47.540001,46.259998,47.060001,47.010124,50774000
META,12/3/13,46.75,47.200001,46.290001,46.73,46.68047,32086000
META,12/4/13,46.459999,48.77,46.259998,48.619999,48.568466,60890000
META,12/5/13,48.150002,48.700001,47.869999,48.34,48.288765,43855000
META,12/6/13,48.98,49.389999,47.709999,47.939999,47.889187,42938000
META,12/9/13,48.09,48.970001,47.740002,48.84,48.788235,36056000
META,12/10/13,48.639999,50.77,48.540001,50.25,50.196739,68479000
META,12/11/13,50.549999,50.77,49.009998,49.380001,49.327663,65776000
META,12/12/13,51.049999,52.07,50.66,51.830002,51.775066,92723000
META,12/13/13,51.66,53.5,51.34,53.32,53.263485,82641000
META,12/16/13,53.25,54.5,52.91,53.810001,53.752968,85119000
META,12/17/13,54.759998,55.18,54.240002,54.860001,54.801853,78751000
META,12/18/13,54.860001,55.889999,53.75,55.57,55.511101,76003000
META,12/19/13,54.330002,55.189999,53.950001,55.049999,54.991653,89753200
META,12/20/13,54.93,55.150002,54.23,55.119999,55.061577,239824000
META,12/23/13,55.5,58.32,55.450001,57.77,57.708771,98297000
META,12/24/13,58.27,58.580002,56.91,57.959999,57.898567,46617800
META,12/26/13,58.32,58.380001,57.369999,57.73,57.668812,55101000
META,12/27/13,57.48,57.68,55.25,55.439999,55.381237,60466000
META,12/30/13,54.93,55.18,53.43,53.709999,53.653072,68307000
META,12/31/13,54.119999,54.860001,53.91,54.650002,54.592079,43076200
META,1/2/14,54.830002,55.220001,54.189999,54.709999,54.652012,43195500
META,1/3/14,55.02,55.650002,54.529999,54.560001,54.502174,38246200
META,1/6/14,54.419998,57.259998,54.049999,57.200001,57.139374,68852600
META,1/7/14,57.700001,58.549999,57.220001,57.919998,57.858608,77207400
META,1/8/14,57.599998,58.41,57.23,58.23,58.168282,56682400
META,1/9/14,58.650002,58.959999,56.650002,57.220001,57.159355,92253300
META,1/10/14,57.130001,58.299999,57.060001,57.939999,57.87859,42449500
META,1/13/14,57.91,58.25,55.380001,55.91,55.850742,63010900
META,1/14/14,56.459999,57.779999,56.099998,57.740002,57.678802,37503600
META,1/15/14,57.98,58.57,57.27,57.599998,57.538948,33663400
META,1/16/14,57.259998,58.02,56.830002,57.189999,57.129383,34541800
META,1/17/14,57.299999,57.82,56.07,56.299999,56.240326,40849200
META,1/21/14,56.599998,58.580002,56.5,58.509998,58.447983,48669200
META,1/22/14,58.849998,59.310001,57.099998,57.509998,57.449043,61352900
META,1/23/14,56.369999,56.68,55.689999,56.630001,56.569981,47951800
META,1/24/14,56.150002,56.419998,54.400002,54.450001,54.392288,55200700
META,1/27/14,54.73,54.939999,51.849998,53.549999,53.49324,73924100
META,1/28/14,54.02,55.279999,54,55.139999,55.081558,48191200
META,1/29/14,54.610001,54.950001,53.189999,53.529999,53.473263,92995600
META,1/30/14,62.119999,62.5,60.459999,61.080002,61.015263,150178900
META,1/31/14,60.470001,63.369999,60.169998,62.57,62.503681,87794600
META,2/3/14,63.029999,63.77,60.700001,61.48,61.414837,74866600
META,2/4/14,62.049999,63.139999,61.82,62.75,62.683491,45985500
META,2/5/14,62.740002,63.16,61.27,62.189999,62.124084,51685100
META,2/6/14,61.459999,62.779999,61.459999,62.16,62.094116,42086500
META,2/7/14,62.27,64.57,62.220001,64.32,64.251831,60704300
META,2/10/14,64.300003,64.489998,63.470001,63.549999,63.482643,43666100
META,2/11/14,63.75,65,63.349998,64.849998,64.781265,45675600
META,2/12/14,64.919998,65.059998,64.050003,64.449997,64.381683,47282100
META,2/13/14,64.18,67.330002,64.050003,67.330002,67.258636,61911700
META,2/14/14,67.5,67.580002,66.720001,67.089996,67.01889,36694900
META,2/18/14,66.940002,67.540001,66.07,67.300003,67.228676,43809900
META,2/19/14,67.050003,69.080002,67,68.059998,67.987862,62087100
META,2/20/14,67.730003,70.110001,65.730003,69.629997,69.556198,130928900
META,2/21/14,69.690002,69.959999,68.449997,68.589996,68.517296,70932400
META,2/24/14,68.739998,71.440002,68.540001,70.779999,70.704979,76620300
META,2/25/14,70.949997,71,69.449997,69.849998,69.775963,52077000
META,2/26/14,70.190002,71.220001,68.849998,69.260002,69.186592,55322700
META,2/27/14,69.339996,70.010002,68.870003,68.940002,68.866936,41653700
META,2/28/14,69.470001,69.879997,67.379997,68.459999,68.387436,66783700
META,3/3/14,66.959999,68.050003,66.510002,67.410004,67.338554,56824100
META,3/4/14,68.660004,68.900002,67.620003,68.800003,68.727081,42013500
META,3/5/14,69.690002,71.970001,69.620003,71.57,71.494141,74567700
META,3/6/14,71.879997,71.889999,70.25,70.839996,70.764915,46026500
META,3/7/14,71.080002,71.18,69.470001,69.800003,69.726021,38927000
META,3/10/14,70.769997,72.150002,70.510002,72.029999,71.953651,59871600
META,3/11/14,72.5,72.589996,69.959999,70.099998,70.025703,59408300
META,3/12/14,69.860001,71.349998,69,70.879997,70.804871,46340500
META,3/13/14,71.290001,71.349998,68.150002,68.830002,68.75705,57091000
META,3/14/14,68.489998,69.43,67.459999,67.720001,67.648224,48227000
META,3/17/14,68.18,68.949997,66.620003,68.739998,68.667145,52197000
META,3/18/14,68.760002,69.599998,68.300003,69.190002,69.116669,40827000
META,3/19/14,69.169998,69.290001,67.470001,68.239998,68.167671,43981000
META,3/20/14,68.010002,68.230003,66.82,66.970001,66.899017,44439000
META,3/21/14,67.529999,67.919998,66.18,67.239998,67.168732,59999900
META,3/24/14,67.190002,67.360001,63.360001,64.099998,64.032059,85696000
META,3/25/14,64.889999,66.190002,63.779999,64.889999,64.82122,68786000
META,3/26/14,64.739998,64.949997,60.369999,60.389999,60.325993,97503900
META,3/27/14,60.509998,61.900002,57.98,60.970001,60.90538,112650000
META,3/28/14,61.34,61.950001,59.34,60.009998,59.946396,67052000
META,3/31/14,60.779999,61.52,59.869999,60.240002,60.176155,53011000
META,4/1/14,60.459999,62.66,60.240002,62.619999,62.553627,59291000
META,4/2/14,63.209999,63.91,62.209999,62.720001,62.653526,66277000
META,4/3/14,62.549999,63.169998,59.130001,59.490002,59.426949,83859000
META,4/4/14,59.939999,60.200001,56.32,56.75,56.68985,125214400
META,4/7/14,55.900002,58,55.439999,56.950001,56.889641,108488000
META,4/8/14,57.68,58.709999,57.169998,58.189999,58.128323,78836000
META,4/9/14,59.630001,62.459999,59.189999,62.41,62.343853,100215000
META,4/10/14,63.080002,63.18,58.68,59.16,59.097298,114988000
META,4/11/14,57.599998,60.310001,57.310001,58.529999,58.467964,91452000
META,4/14/14,60.09,60.450001,57.779999,58.889999,58.827583,72325000
META,4/15/14,59.290001,59.68,55.880001,59.09,59.02737,108623000
META,4/16/14,59.790001,60.189999,57.740002,59.720001,59.656704,78774000
META,4/17/14,59.299999,60.580002,58.720001,58.939999,58.877529,88040000
META,4/21/14,59.459999,61.240002,59.150002,61.240002,61.175095,60364000
META,4/22/14,62.650002,63.439999,62.220001,63.029999,62.963196,60631000
META,4/23/14,63.450001,63.48,61.259998,61.360001,61.294968,95908700
META,4/24/14,63.599998,63.650002,59.77,60.869999,60.805485,138769000
META,4/25/14,59.970001,60.009998,57.57,57.709999,57.648834,92502000
META,4/28/14,58.049999,58.310001,54.66,56.139999,56.080498,107758000
META,4/29/14,56.09,58.279999,55.84,58.150002,58.088367,75557000
META,4/30/14,57.580002,59.849998,57.16,59.779999,59.71664,76093000
META,5/1/14,60.43,62.279999,60.209999,61.150002,61.08519,82429000
META,5/2/14,61.299999,61.889999,60.18,60.459999,60.39592,54189000
META,5/5/14,59.669998,61.349998,59.18,61.220001,61.155113,46057000
META,5/6/14,60.98,61.150002,58.490002,58.529999,58.467964,55901000
META,5/7/14,58.77,59.299999,56.259998,57.389999,57.329174,78587000
META,5/8/14,57.23,58.82,56.5,56.759998,56.699841,61251000
META,5/9/14,56.849998,57.650002,56.380001,57.240002,57.179333,52584000
META,5/12/14,57.98,59.900002,57.98,59.830002,59.76659,48575000
META,5/13/14,59.66,60.889999,59.509998,59.830002,59.76659,48525000
META,5/14/14,59.529999,60.450001,58.950001,59.23,59.167221,47429000
META,5/15/14,59.259998,59.380001,57.52,57.919998,57.858608,56814000
META,5/16/14,58.310001,58.450001,57.310001,58.02,57.958508,47933000
META,5/19/14,57.889999,59.560001,57.57,59.209999,59.147243,43034000
META,5/20/14,59.5,60.189999,58.18,58.560001,58.497932,53931000
META,5/21/14,58.560001,60.5,58.25,60.490002,60.425888,58992000
META,5/22/14,60.939999,61.48,60.400002,60.52,60.455856,54200000
META,5/23/14,60.41,61.450001,60.150002,61.349998,61.284973,38294000
META,5/27/14,61.619999,63.509998,61.57,63.48,63.412716,55682000
META,5/28/14,63.389999,64.139999,62.619999,63.509998,63.442684,47795000
META,5/29/14,63.84,64.300003,63.509998,63.830002,63.762348,42700000
META,5/30/14,63.950001,64.169998,62.560001,63.299999,63.232906,45253500
META,6/2/14,63.23,63.59,62.049999,63.080002,63.013145,35996000
META,6/3/14,62.619999,63.419998,62.32,62.869999,62.803364,32217000
META,6/4/14,62.450001,63.59,62.07,63.34,63.272865,36514000
META,6/5/14,63.66,64.360001,62.82,63.189999,63.123024,47352000
META,6/6/14,63.369999,63.48,62.150002,62.5,62.433758,42442000
META,6/9/14,62.400002,63.34,61.790001,62.880001,62.813354,37617000
META,6/10/14,63.529999,65.82,63.5,65.769997,65.700287,69338000
META,6/11/14,65.32,65.800003,64.900002,65.779999,65.710281,44242000
META,6/12/14,65.849998,66.470001,64.059998,64.290001,64.221863,55730000
META,6/13/14,64.699997,64.970001,63.830002,64.5,64.431641,29419000
META,6/16/14,64.160004,64.879997,63.75,64.190002,64.121971,31046000
META,6/17/14,64.099998,64.879997,63.93,64.400002,64.331741,27715000
META,6/18/14,64.489998,65.75,64.050003,65.599998,65.530472,35570000
META,6/19/14,65.459999,65.580002,64.209999,64.339996,64.271805,34245000
META,6/20/14,64.459999,64.809998,63.349998,64.5,64.431641,46466000
META,6/23/14,64.32,65.660004,64.220001,65.370003,65.30072,34560000
META,6/24/14,65.360001,67.169998,65.269997,65.720001,65.650345,57335000
META,6/25/14,65.580002,67.480003,65.57,67.440002,67.368523,44308000
META,6/26/14,68,68,66.900002,67.129997,67.058846,47714000
META,6/27/14,67.309998,67.699997,66.839996,67.599998,67.528351,46461000
META,6/30/14,67.459999,67.919998,67.129997,67.290001,67.218681,27102800
META,7/1/14,67.580002,68.440002,67.389999,68.059998,67.987862,33243000
META,7/2/14,68.040001,68.300003,65.790001,66.449997,66.37957,41895000
META,7/3/14,66.860001,67,65.760002,66.290001,66.219742,25203200
META,7/7/14,66.300003,66.57,65.120003,65.290001,65.220802,28745000
META,7/8/14,65.059998,65.559998,62.209999,62.759998,62.693481,68926000
META,7/9/14,63.41,65.120003,63.150002,64.970001,64.901138,51432000
META,7/10/14,63.310001,65.339996,63.049999,64.870003,64.801247,44422000
META,7/11/14,65.279999,66.589996,64.790001,66.339996,66.269684,39212000
META,7/14/14,67.129997,68.169998,66.900002,67.900002,67.828033,38537000
META,7/15/14,67.959999,68.089996,66.260002,67.169998,67.098808,44213200
META,7/16/14,67.540001,67.940002,67.07,67.660004,67.588295,29541600
META,7/17/14,67.029999,67.849998,66.040001,66.410004,66.339615,38188000
META,7/18/14,66.800003,68.459999,66.160004,68.419998,68.347481,42456000
META,7/21/14,68.809998,69.959999,68.5,69.400002,69.326447,49539000
META,7/22/14,69.760002,69.769997,68.610001,69.269997,69.196579,40398000
META,7/23/14,69.739998,71.330002,69.610001,71.290001,71.214439,78435000
META,7/24/14,75.959999,76.739998,74.510002,74.980003,74.900536,124168000
